date,ced_code_2013,ced_name_2013,Commonwealth electoral division state,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Commonwealth Seniors Health Card,Disability Support Pension,Double Orphan Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice)
2016-06,109,Chifley,NSW,66,384,15346,327,7005,412,3943,526,7082,12,18550,15753,14461,2867,7051,1256,3721,29,34335,56,119,224,0,74,59,1034,2066
2016-06,110,Cook,NSW,11,52,15438,183,2448,107,662,3445,2440,5,5506,4339,4085,1060,1739,130,689,9,20339,30,29,73,0,8,5,125,812
2016-06,111,Cowper,NSW,125,442,23828,268,5940,101,3107,1827,9101,17,12536,10211,10916,1977,7147,875,2650,44,43453,84,9,137,0,80,92,1231,741
2016-06,112,Cunningham,NSW,90,87,18670,408,4234,122,1651,2207,5773,12,7726,6337,8703,3200,4061,440,1266,32,29420,50,11,96,0,29,25,559,2977
2016-06,113,Dobell,NSW,69,159,20538,262,4910,161,2071,1644,6348,5,11588,9466,9403,1852,5085,509,2282,21,34160,78,15,130,0,45,40,770,1054
2016-06,114,Eden-Monaro,NSW,49,204,20324,167,3652,85,1498,2295,6526,5,9164,7241,7375,1309,4219,550,1664,30,32367,62,7,110,0,46,45,610,447
2016-06,115,Farrer,NSW,76,286,21038,176,4484,116,1879,2016,6432,8,10440,8366,9547,2030,5523,538,2154,35,34393,61,0,99,0,45,70,850,957
2016-06,116,Fowler,NSW,19,102,15461,279,9084,291,6315,387,7228,6,16826,14718,14653,4177,8392,1623,2699,72,37344,45,140,341,0,74,49,647,3390
2016-06,117,Gilmore,NSW,67,257,24927,239,5427,125,2515,2378,6870,5,10272,8212,8726,1684,5084,604,1896,35,39001,52,5,124,0,37,61,699,711
2016-06,118,Grayndler,NSW,64,68,13860,608,2984,57,1182,1431,4032,0,5486,4565,6601,2244,3760,241,703,20,21646,34,51,116,0,42,13,239,2035
2016-06,119,Greenway,NSW,29,67,12963,235,3841,195,1626,948,3895,5,11875,9448,8640,2007,3629,707,1348,21,22109,39,126,157,0,38,25,365,1433
2016-06,120,Hughes,NSW,18,42,14125,185,4051,196,1780,1659,3180,6,8330,6788,6569,1614,2833,489,1044,5,21774,41,42,118,0,21,12,236,1257
2016-06,121,Hume,NSW,43,149,19158,167,4306,143,1736,2210,5582,8,9907,7787,7440,1259,3854,541,1853,20,30556,63,8,98,0,48,43,526,578
2016-06,122,Hunter,NSW,68,237,16430,158,4952,176,2342,1146,7290,5,11225,9683,9789,1413,5866,687,3000,34,32254,68,8,123,0,52,78,1145,625
2016-06,123,Kingsford Smith,NSW,112,105,14780,306,3106,81,1187,2487,4212,0,6199,5086,5999,1877,2871,262,786,15,22389,32,41,122,0,20,11,230,1925
2016-06,124,Lindsay,NSW,56,198,14492,256,5028,370,2106,884,5519,12,13229,11071,9823,1853,4660,627,2832,17,27693,61,25,116,0,45,34,698,1157
2016-06,125,Lyne,NSW,73,322,27347,216,5916,93,2795,2251,7834,6,10751,8602,9738,1722,6022,732,2064,50,43658,59,11,143,0,42,77,979,685
2016-06,126,Macarthur,NSW,56,160,13939,234,5825,331,2368,1043,4683,7,12563,10452,9264,1728,3820,637,2489,19,25878,47,35,151,0,42,28,580,1249
2016-06,127,Mackellar,NSW,8,9,14159,150,1863,82,433,4192,1879,0,5182,3947,3462,804,1422,118,540,0,17824,23,11,58,0,5,7,93,660
2016-06,128,Macquarie,NSW,40,83,15967,265,3399,171,1225,1932,4272,5,8668,6982,6855,1674,3395,362,1423,15,24938,57,5,107,0,11,31,357,959
2016-06,129,McMahon,NSW,20,43,16133,266,8395,231,5690,936,5337,7,12623,10796,10869,2851,5996,1346,1639,50,32524,41,93,241,0,62,47,528,2208
2016-06,130,Mitchell,NSW,8,7,12480,232,2337,90,620,2867,1674,0,6205,4774,4778,1436,1339,246,444,6,16041,19,69,118,0,5,7,97,1049
2016-06,131,New England,NSW,191,707,20557,198,4543,148,2181,2118,7329,5,12256,9809,12063,2538,6387,790,2902,41,36074,45,7,88,0,56,69,1194,1794
2016-06,132,Newcastle,NSW,152,123,16125,579,3532,98,1475,1491,7365,0,7467,6280,9928,3457,5086,418,1486,24,28922,39,13,96,0,39,24,874,3249
2016-06,133,North Sydney,NSW,14,48,8766,195,1344,42,331,3740,1743,5,3516,2904,3275,1021,1248,116,258,5,11762,15,61,85,0,6,0,53,1014
2016-06,134,Page,NSW,114,390,23181,366,5442,165,2692,2123,9254,8,12002,9654,11145,2177,6919,787,2449,45,41837,60,5,142,0,49,94,1213,931
2016-06,135,Parkes,NSW,246,1144,18982,87,4644,136,2356,1920,7306,15,12542,10398,11330,1325,6792,658,3535,26,35183,49,8,112,0,50,51,1253,395
2016-06,136,Parramatta,NSW,19,42,13821,471,4384,126,2474,1483,5487,7,13803,11460,11707,2871,5169,1265,1332,24,25996,35,215,238,0,67,38,404,2224
2016-06,137,Paterson,NSW,60,205,23555,164,5450,119,2495,2302,6833,5,9789,8103,8556,1528,5000,528,2036,32,37673,65,12,130,0,43,67,810,632
2016-06,138,Reid,NSW,21,24,13610,413,3817,90,1831,2314,3313,6,9889,8201,9330,2555,3607,1047,813,27,21492,24,182,184,0,64,17,217,2123
2016-06,139,Richmond,NSW,103,187,21840,591,4425,77,1968,2136,7649,6,11720,9411,10682,2219,6934,768,1920,31,37332,93,16,187,0,39,52,746,858
2016-06,140,Riverina,NSW,91,318,17715,171,4311,166,1804,2250,5814,6,11242,8824,9069,1898,4393,572,2294,16,29931,51,22,60,0,40,37,804,1466
2016-06,141,Robertson,NSW,85,78,21762,277,3887,102,1421,2243,5362,0,9020,7388,7579,1705,4195,380,1557,11,32387,38,11,124,0,23,31,563,1023
2016-06,142,Shortland,NSW,57,163,22395,186,5092,124,2152,1603,6326,6,8894,7437,7572,1512,4306,394,1829,32,35345,51,5,100,0,44,52,729,821
2016-06,143,Sydney,NSW,138,97,9121,627,1776,33,900,1513,5484,0,3753,3240,6210,2250,4050,172,608,9,18049,27,80,124,0,14,5,236,2374
2016-06,144,Throsby,NSW,65,168,22166,183,5614,140,2429,1754,7079,5,10389,8545,8352,1730,4605,631,2132,39,36544,51,9,135,0,51,38,728,914
2016-06,145,Warringah,NSW,5,12,9266,181,1262,44,281,3895,1617,5,3570,2872,2787,751,1219,79,344,0,12154,20,10,53,0,5,0,62,688
2016-06,146,Watson,NSW,19,26,17237,442,6432,210,3708,1410,5401,0,14963,12667,13605,3335,5642,2042,1454,61,31377,51,211,273,0,130,55,385,2764
2016-06,147,Wentworth,NSW,18,50,8250,326,1388,30,400,2846,2479,0,2870,2370,3563,967,2045,112,343,5,12276,24,17,52,0,5,0,82,947
2016-06,148,Werriwa,NSW,39,120,12545,267,6868,262,3912,664,5572,12,15545,13016,11942,2560,5350,1320,2506,27,27870,58,96,192,0,58,36,640,1923
2016-06,201,Aston,VIC,8,9,14893,239,3291,113,1052,1416,3458,6,8470,6701,8950,3910,3013,397,976,28,22161,45,47,109,0,23,13,334,1497
2016-06,202,Ballarat,VIC,39,52,18859,435,4951,172,2191,1608,7260,8,11749,9455,13456,5482,5656,627,2163,37,33543,74,9,165,0,44,40,949,2566
2016-06,203,Batman,VIC,51,34,17725,964,5007,93,1803,1387,5957,6,7717,6418,12336,5704,5148,496,1016,25,28727,45,32,93,0,71,25,408,3158
2016-06,204,Bendigo,VIC,32,48,19572,330,4479,125,2024,1930,6967,6,11414,9189,12065,4674,5321,656,2047,28,33728,66,5,135,0,41,47,758,2100
2016-06,205,Bruce,VIC,7,15,18893,323,4397,91,1937,2597,5326,16,10631,8718,12582,4847,5006,861,1047,51,29945,44,173,193,0,43,21,488,2328
2016-06,206,Calwell,VIC,14,24,15903,343,8841,246,5183,810,7211,11,14571,12432,16778,5245,7570,1711,1758,41,33575,79,44,158,0,104,61,816,2884
2016-06,207,Casey,VIC,15,20,16020,247,3432,108,1072,1507,4606,5,10246,8104,9220,3646,3459,455,1354,23,25305,58,10,121,0,23,22,386,1132
2016-06,208,Chisholm,VIC,27,7,16998,417,3168,72,905,3171,3639,0,6629,5293,9567,5023,2753,311,519,24,23591,23,71,120,0,20,12,244,3001
2016-06,209,Corangamite,VIC,29,32,18229,331,3478,146,1232,2672,4201,10,9412,7215,10120,4614,3566,377,1222,21,27001,49,5,93,0,20,32,434,2111
2016-06,210,Corio,VIC,28,42,20974,354,5469,191,2388,1509,7315,21,11109,9287,12809,4552,6329,634,2216,43,36399,92,13,174,0,39,31,882,1767
2016-06,211,Deakin,VIC,5,10,17331,307,2888,79,814,2836,4081,13,7937,6294,8979,3704,3122,525,756,10,24724,42,54,97,0,12,7,314,1504
2016-06,212,Dunkley,VIC,10,18,19230,307,3781,121,1444,2078,5747,8,10292,8494,9721,3466,4809,424,1855,17,31261,66,15,106,0,18,18,575,1289
2016-06,213,Flinders,VIC,14,22,24015,220,4252,114,1606,3111,5434,6,10667,8463,9603,3321,4522,480,1755,32,35536,71,6,122,0,23,28,453,872
2016-06,214,Gellibrand,VIC,28,14,17021,669,4698,112,1977,1238,5098,8,9236,7931,13197,4938,6540,765,1343,35,28632,62,73,176,0,60,34,528,2483
2016-06,215,Gippsland,VIC,27,104,22068,183,5126,170,2259,2047,7555,5,10609,8709,12190,3789,6484,679,2217,37,37454,60,7,141,0,29,63,950,886
2016-06,216,Goldstein,VIC,5,5,12404,244,2324,42,542,3857,2609,0,3921,3133,5153,2280,1761,109,382,5,16830,25,31,71,0,8,11,107,1193
2016-06,217,Gorton,VIC,17,28,13411,368,7417,309,3422,504,6184,18,18678,15500,17627,5394,7342,1371,3085,53,30125,87,54,260,0,71,87,821,2504
2016-06,218,Higgins,VIC,10,5,9883,409,2095,52,531,2948,2723,0,3285,2689,5794,2886,2104,119,352,8,14455,26,29,81,0,13,6,151,1843
2016-06,219,Holt,VIC,12,27,14686,380,6158,165,2943,638,6754,23,20574,16683,17918,5738,6711,1572,2572,29,30834,79,95,201,0,38,25,869,2658
2016-06,220,Hotham,VIC,9,5,18442,284,4200,118,1630,1682,4439,6,8981,7278,10093,4343,3742,533,890,37,27539,34,84,138,0,45,24,266,2035
2016-06,221,Indi,VIC,25,39,20231,149,4152,133,1702,2233,5607,6,10528,8178,9163,2720,4528,491,1782,38,32024,64,5,139,0,36,47,584,744
2016-06,222,Isaacs,VIC,9,5,16309,257,3813,120,1496,1511,4688,9,10639,8669,10576,3949,4300,616,1406,20,26273,56,71,130,0,21,16,394,1721
2016-06,223,Jagajaga,VIC,18,18,13728,331,3103,108,912,2801,3527,6,6244,5082,8047,3725,2780,286,739,11,20419,41,27,93,0,20,11,258,1567
2016-06,224,Kooyong,VIC,10,10,8953,385,1789,56,314,4112,1898,0,3201,2526,5792,3239,1364,105,218,5,12028,20,30,46,0,5,5,78,2212
2016-06,225,La Trobe,VIC,7,15,12630,245,3445,124,1098,1289,3407,5,10727,8348,9710,3862,3161,490,1180,11,20195,41,23,96,0,9,11,385,1448
2016-06,226,Lalor,VIC,28,51,12794,443,5897,208,2458,876,5030,35,21590,18012,19546,5720,7053,1712,2876,23,26722,78,50,177,0,38,39,883,2344
2016-06,227,Mallee,VIC,37,169,20957,121,4915,126,2141,2190,7518,6,11253,8728,11471,3080,5635,756,1987,30,35602,57,13,127,0,53,48,851,689
2016-06,228,Maribyrnong,VIC,15,13,19223,470,5810,133,2382,1713,4879,10,9907,8513,13618,5264,6291,792,1417,40,31010,41,76,187,0,71,36,528,2660
2016-06,229,McEwen,VIC,30,42,15282,311,6085,271,2453,1412,5251,11,18101,14639,14836,4629,5456,1016,2655,29,28589,74,25,142,0,29,41,707,1794
2016-06,230,McMillan,VIC,15,36,22031,274,4968,161,1959,2375,6643,6,13989,11242,12549,4214,5718,801,2577,28,36701,61,7,134,0,42,41,782,1090
2016-06,231,Melbourne,VIC,102,13,8986,1186,2263,45,1061,1506,5218,10,5538,4958,12692,6550,5658,526,1130,7,18740,42,78,124,0,12,8,415,4593
2016-06,232,Melbourne Ports,VIC,21,10,8418,550,1815,33,561,2433,4037,5,3739,3188,6712,2794,3256,260,496,11,14860,25,29,76,0,11,8,192,1663
2016-06,233,Menzies,VIC,5,0,15766,215,3127,68,834,4095,2272,5,5816,4466,7278,3519,1932,246,419,15,20334,22,50,92,0,18,7,138,1479
2016-06,234,Murray,VIC,71,143,22164,147,5222,140,2334,2142,7215,10,11900,9296,10894,3036,5429,710,2157,22,37110,81,16,110,0,54,66,738,802
2016-06,235,Scullin,VIC,20,51,17165,312,6896,145,2871,1116,5984,9,12639,10311,13402,5097,5212,1014,1508,52,30257,66,65,116,0,91,44,540,2431
2016-06,236,Wannon,VIC,24,88,20268,182,4249,137,1904,2165,6475,5,9951,7585,10540,3964,5079,613,1591,37,33511,62,0,170,0,47,51,743,735
2016-06,237,Wills,VIC,40,12,18361,946,5587,125,2176,1319,5388,5,8483,7076,12583,5536,5107,670,909,24,29085,56,39,106,0,80,42,457,2981
2016-06,301,Blair,QLD,96,284,14875,350,5287,170,2355,924,8094,11,14988,12795,12222,2374,6175,1019,3417,28,32358,77,15,95,0,45,78,1361,1130
2016-06,302,Bonner,QLD,56,77,14733,306,2879,64,921,2012,3462,7,7845,6334,7444,2267,3192,338,1111,7,21910,53,32,88,0,28,17,507,1517
2016-06,303,Bowman,QLD,41,72,17808,242,3871,103,1405,1902,4328,6,9141,7349,7509,1816,3781,366,1598,29,27290,54,12,105,0,28,49,559,882
2016-06,304,Brisbane,QLD,83,57,7810,634,1298,30,344,1827,4080,0,3812,3202,7063,2843,3667,171,587,6,14283,50,10,56,0,5,5,443,2779
2016-06,305,Capricornia,QLD,87,337,14512,182,3444,111,1384,1445,4662,7,9118,7727,9550,1515,5786,583,2256,24,25293,64,5,109,0,26,42,936,593
2016-06,306,Dawson,QLD,75,337,14368,148,3479,90,1428,1826,4380,5,9627,8148,10202,1506,6316,613,2300,19,25109,65,10,115,0,35,41,1052,662
2016-06,307,Dickson,QLD,38,78,12244,262,3346,106,1069,1407,3219,6,9507,7549,7666,1842,3282,448,1453,17,19925,48,7,97,0,19,24,611,934
2016-06,308,Fadden,QLD,68,85,18326,456,4428,90,1865,1895,4471,6,13300,10863,11438,2698,5362,773,2382,21,29852,82,20,142,0,26,17,813,1827
2016-06,309,Fairfax,QLD,47,53,19804,521,3880,90,1513,2441,5215,5,11128,8895,10037,2612,5146,631,1721,26,31095,71,8,162,0,20,37,795,1336
2016-06,310,Fisher,QLD,53,57,20480,448,4067,96,1516,2515,4604,10,9900,7940,9350,2474,4653,560,1591,22,30770,65,5,149,0,25,33,685,1404
2016-06,311,Flynn,QLD,63,381,13567,118,4023,126,1775,1461,5069,5,9947,8530,10838,1365,6688,779,2411,34,25650,51,5,91,0,47,72,1063,356
2016-06,312,Forde,QLD,50,123,15397,348,4853,164,2073,748,5938,9,15351,12608,12088,2215,5645,867,3051,24,29391,64,34,113,0,29,39,1112,1177
2016-06,313,Griffith,QLD,86,45,9413,630,1762,49,572,1534,3858,0,5289,4446,7610,2875,3725,271,839,5,16211,47,32,65,0,10,7,429,2710
2016-06,314,Groom,QLD,91,260,17097,327,3704,105,1461,1926,5748,7,11044,8923,9493,2166,4479,731,2246,15,28984,51,16,86,0,34,48,994,1078
2016-06,315,Herbert,QLD,298,749,12592,436,3956,106,1740,1081,5199,10,12444,10748,13249,2682,7230,806,3322,18,25831,50,17,94,0,23,30,1381,1863
2016-06,316,Hinkler,QLD,51,298,27271,310,7390,131,3617,1638,8286,9,11770,9889,12874,2562,7981,942,2632,70,45973,62,6,188,0,87,91,1496,729
2016-06,317,Kennedy,QLD,214,1267,18160,129,3926,79,1908,2122,5947,8,12902,10760,13014,1271,8408,1092,3219,27,32553,64,6,94,0,45,67,1192,284
2016-06,318,Leichhardt,QLD,456,1755,14105,376,3490,100,1673,1374,5993,5,15558,13195,16521,1994,9614,1331,3769,16,28885,87,16,114,0,28,17,1427,859
2016-06,319,Lilley,QLD,63,96,15754,360,2827,63,921,1918,4406,5,7935,6587,7943,2162,3985,409,1244,12,24335,63,17,104,0,12,15,622,1433
2016-06,320,Longman,QLD,54,152,20134,338,6014,137,2609,1323,6894,14,14224,11855,12421,2641,6446,1036,3049,46,36648,94,17,166,0,52,70,1257,1087
2016-06,321,Maranoa,QLD,72,396,19665,149,5059,98,2375,2264,7402,7,12236,9797,10657,1605,5443,847,2497,29,34868,58,7,118,0,70,75,1061,391
2016-06,322,McPherson,QLD,50,58,18174,486,3600,98,1407,1972,4165,7,10753,8549,9195,2358,4654,473,1597,14,27913,65,13,158,0,24,22,577,1617
2016-06,323,Moncrieff,QLD,63,66,18658,648,3577,80,1549,2210,5072,7,10204,8380,10830,2750,6224,534,1775,22,30053,77,20,142,0,23,23,755,2173
2016-06,324,Moreton,QLD,71,70,11908,534,2564,78,1011,2138,3772,11,8835,7265,10254,3425,4298,639,1056,16,19587,46,56,104,0,19,8,613,2853
2016-06,325,Oxley,QLD,78,165,11502,332,3854,158,1751,918,5169,22,14466,12119,12359,2649,5724,1101,2511,17,23946,60,45,126,0,28,31,1055,1762
2016-06,326,Petrie,QLD,61,135,19191,301,4438,107,1693,1583,5874,7,12728,10535,10219,2067,5344,731,2371,30,32142,66,23,106,0,34,39,958,1045
2016-06,327,Rankin,QLD,88,206,13320,439,4444,142,2162,757,6464,15,18417,15352,15951,3075,7384,1481,3332,25,28800,69,59,139,0,53,64,1353,1814
2016-06,328,Ryan,QLD,77,57,9528,520,1946,63,431,3156,2030,0,4972,4058,6811,3280,2229,199,553,9,13614,35,8,49,0,8,5,325,3421
2016-06,329,Wide Bay,QLD,48,245,23168,326,6041,90,3108,2329,9053,5,11798,9749,11690,2254,7262,906,2245,51,41610,71,9,191,0,66,93,1181,661
2016-06,330,Wright,QLD,39,121,15418,261,4651,118,1966,1526,5299,6,11795,9343,9703,2153,4700,653,2077,31,27401,70,12,93,0,32,66,792,1123
2016-06,401,Adelaide,SA,96,51,14547,681,2954,87,1131,2053,5959,12,7372,6101,10686,3770,5543,521,960,17,24976,49,57,88,0,28,15,548,3156
2016-06,402,Barker,SA,36,100,21871,173,4306,136,1905,2132,6884,10,11841,9168,10456,1975,6455,819,1946,32,36035,61,7,117,0,54,63,755,726
2016-06,403,Boothby,SA,58,39,18526,508,2859,107,850,2578,4035,5,6897,5468,8065,3031,3691,358,831,28,26068,40,12,80,0,26,26,379,2304
2016-06,404,Grey,SA,127,313,21856,108,5020,134,2398,1574,7961,9,10703,8881,11789,1698,8134,929,2307,65,38357,61,6,112,0,47,81,1145,488
2016-06,405,Hindmarsh,SA,49,48,21562,497,3742,103,1306,2270,5496,9,7489,6031,8979,2960,4658,400,973,26,31589,60,25,78,0,50,25,475,2172
2016-06,406,Kingston,SA,58,57,18738,437,4949,187,2123,732,6864,6,13455,10938,12232,2879,6784,843,2481,46,33929,66,15,114,0,48,57,1013,1558
2016-06,407,Makin,SA,44,44,19544,336,4113,188,1495,952,4885,10,11189,8921,10292,2655,5074,672,1646,44,30198,47,28,113,0,44,39,700,1729
2016-06,408,Mayo,SA,26,33,21134,285,3308,131,1160,2497,4254,5,8570,6515,7536,2022,3924,434,1020,39,29781,30,0,120,0,36,42,431,922
2016-06,409,Port Adelaide,SA,108,112,19084,440,6226,257,2973,584,9065,20,14697,12311,15382,3675,9335,1225,2652,50,38655,76,47,160,0,93,72,1120,2506
2016-06,410,Sturt,SA,39,44,20204,449,3289,113,1007,2857,4441,8,7967,6315,8122,2593,3670,435,844,22,28262,28,24,91,0,37,27,376,1783
2016-06,411,Wakefield,SA,65,130,18625,419,6771,355,3070,954,9346,40,16945,14310,16603,3262,9739,1413,3838,41,40000,76,26,128,0,58,83,1510,1917
2016-06,501,Brand,WA,57,135,17709,273,3911,160,1412,1137,4476,7,13639,11944,11979,2112,6659,670,3061,34,29429,63,18,119,0,55,55,977,859
2016-06,502,Canning,WA,51,132,20498,269,3857,145,1465,1901,4993,12,12588,11003,12157,2251,7009,738,2853,44,32702,62,14,127,0,43,54,1051,839
2016-06,503,Cowan,WA,26,96,13331,211,2829,141,1003,1095,3162,17,9601,7941,9236,2410,4299,598,1445,23,20607,40,29,95,0,36,38,530,1249
2016-06,504,Curtin,WA,105,47,9529,397,1239,34,278,3770,2109,0,2822,2405,4377,1844,1762,99,383,0,12914,17,9,46,0,7,0,142,1609
2016-06,505,Durack,WA,202,1391,10487,95,2640,66,1302,1069,5614,7,11407,10165,13384,937,8462,1146,3263,10,22928,51,11,66,0,25,31,1191,224
2016-06,506,Forrest,WA,33,182,17432,176,3016,87,1199,2311,4317,10,10539,8885,9487,1905,5595,560,2266,29,27758,58,11,114,0,38,28,743,446
2016-06,507,Fremantle,WA,35,133,14666,408,2801,91,910,1777,4108,5,7668,6596,8554,2260,4837,355,1414,22,22999,44,14,86,0,41,41,513,1291
2016-06,508,Hasluck,WA,74,204,16764,280,3200,113,1224,1313,4106,10,11634,9965,11273,2305,5964,705,2177,28,26407,60,23,109,0,42,50,802,1153
2016-06,509,Moore,WA,22,30,11101,256,2105,97,532,1942,2195,11,7067,5921,6812,1872,3024,273,1176,16,16199,31,9,58,0,15,23,379,1100
2016-06,510,O'Connor,WA,64,389,15540,109,2872,88,1230,2364,5168,5,10278,8638,9698,1272,5978,736,2126,25,26391,57,14,112,0,33,55,721,354
2016-06,511,Pearce,WA,50,196,15751,227,3405,153,1197,1898,3706,17,13201,11085,10816,1964,5506,672,2616,27,25417,53,27,104,0,29,44,751,859
2016-06,512,Perth,WA,62,96,14803,421,2240,64,834,1457,3979,5,7144,6105,9326,2485,5150,402,1205,22,22509,52,39,106,0,43,21,513,1461
2016-06,513,Stirling,WA,34,106,15578,329,2620,81,976,2182,4169,20,7812,6711,9028,2271,4799,622,1388,31,23792,42,42,103,0,31,30,492,1267
2016-06,514,Swan,WA,93,153,14856,454,2253,65,912,1649,4119,11,8184,7073,10361,2924,5339,571,1412,24,23065,45,59,119,0,17,22,624,2187
2016-06,515,Tangney,WA,15,10,12624,250,1847,57,457,3000,1354,7,5562,4474,5881,2139,2065,204,549,11,15671,15,25,70,0,7,12,172,1430
2016-06,601,Bass,TAS,68,88,13800,326,3130,63,1661,951,4831,12,8211,6746,9025,2666,4839,679,1534,31,24360,47,0,109,0,33,39,924,1384
2016-06,602,Braddon,TAS,53,142,15119,158,3917,80,2206,816,6233,8,8360,6841,7550,1785,4669,586,1598,53,27945,45,10,114,0,46,72,672,481
2016-06,603,Denison,TAS,56,69,11741,414,2452,64,1087,1404,5248,7,6796,5546,8057,2798,3947,492,1222,24,21161,41,9,78,0,20,26,693,1743
2016-06,604,Franklin,TAS,25,78,14219,203,2886,71,1267,1465,4645,7,7744,6124,6647,1944,3155,461,1302,37,23232,40,5,77,0,38,39,498,702
2016-06,605,Lyons,TAS,30,103,15666,134,4273,77,2396,992,6839,7,9282,7403,8186,1878,4926,696,1743,71,29549,53,0,110,0,55,80,646,443
2016-06,701,Lingiari,NT,263,2436,4329,37,1688,59,993,289,5633,5,11298,10053,16358,319,9489,2408,2212,5,15076,34,0,54,0,8,6,1452,97
2016-06,702,Solomon,NT,115,388,4984,125,1493,65,543,520,2887,5,6292,5446,5464,591,3138,315,1378,12,10683,33,11,38,0,13,8,434,274
2016-06,801,Canberra,ACT,24,78,12978,205,2702,95,666,2785,3965,7,7045,5901,5781,1410,2436,274,1293,9,20106,43,14,52,0,17,16,335,895
2016-06,802,Fraser,ACT,68,86,11968,485,2996,126,785,2487,4622,7,9376,7822,9508,3523,3440,472,1443,6,20258,45,50,57,0,12,8,525,3054
2016-09,101,Banks,NSW,11,21,16574,203,4141,126,1877,2460,3696,0,9557,7056,7826,2116,3325,618,951,31,25279,27,179,243,0,28,25,206,1752
2016-09,102,Barton,NSW,16,24,17894,228,4471,100,1828,2239,3533,5,8438,6356,6572,1680,2809,601,877,27,25540,24,72,154,0,41,21,153,1356
2016-09,103,Bennelong,NSW,39,16,13991,310,2645,75,984,3110,3072,5,6966,5003,6215,2119,2175,339,436,8,19784,15,130,167,0,17,10,118,1945
2016-09,104,Berowra,NSW,14,6,11155,188,1797,85,434,3459,1687,0,4499,2982,3624,1180,1087,162,306,5,14260,12,62,74,0,10,0,57,983
2016-09,105,Blaxland,NSW,25,27,16942,416,8489,358,5810,901,7321,10,18064,14623,15953,3564,7115,2725,2482,52,36970,41,172,261,0,131,62,449,3140
2016-09,106,Bradfield,NSW,8,24,9560,165,1597,78,328,4950,1494,0,4298,3099,3799,1143,1054,159,263,5,12270,11,72,77,0,5,0,49,1100
2016-09,107,Calare,NSW,112,359,19631,235,4382,159,1859,2037,7061,0,10884,8539,9486,2086,4968,627,2611,26,33785,63,10,91,0,36,43,949,1476
2016-09,108,Charlton,NSW,80,161,20281,250,4950,135,2033,1515,6208,5,9514,7537,8190,1812,4243,438,1924,37,32927,48,6,98,0,53,53,726,1102
2016-09,109,Chifley,NSW,76,355,15419,325,7058,421,3995,517,7022,13,18307,14600,14097,2678,6852,1235,3639,29,34294,49,121,211,0,75,53,899,2077
2016-09,110,Cook,NSW,18,45,15490,177,2434,109,651,3440,2421,5,5344,4045,3854,945,1649,113,700,8,20258,26,24,66,0,8,5,116,790
2016-09,111,Cowper,NSW,134,405,24072,262,5982,104,3106,1822,9030,17,12441,9729,10685,1839,7092,832,2596,42,43589,78,9,126,0,78,84,1189,703
2016-09,112,Cunningham,NSW,96,80,18700,400,4264,118,1670,2215,5709,13,7578,5931,8501,3043,3987,452,1238,30,29356,50,12,91,0,28,25,533,3046
2016-09,113,Dobell,NSW,68,142,20582,249,4930,164,2084,1628,6275,6,11402,8991,9102,1727,5042,480,2293,20,34157,73,15,119,0,41,40,721,1000
2016-09,114,Eden-Monaro,NSW,50,180,20497,165,3669,78,1511,2278,6455,5,9022,6875,7121,1235,4149,552,1644,29,32492,60,5,101,0,45,45,574,425
2016-09,115,Farrer,NSW,70,262,21177,172,4526,116,1890,1986,6373,7,10310,7881,9386,1979,5496,496,2159,33,34515,56,5,96,0,46,66,838,999
2016-09,116,Fowler,NSW,20,103,15571,274,9190,297,6403,400,7164,6,16826,13434,14495,3879,8449,1635,2636,69,37369,41,142,330,0,72,45,580,3279
2016-09,117,Gilmore,NSW,71,228,25115,221,5498,125,2537,2395,6793,5,10167,7796,8511,1588,5035,591,1909,33,39207,52,5,115,0,36,58,699,689
2016-09,118,Grayndler,NSW,70,60,13878,595,2998,62,1172,1430,3963,0,5320,4211,6186,2072,3525,225,698,16,21435,38,50,112,0,42,11,208,1972
2016-09,119,Greenway,NSW,31,63,13063,243,3893,192,1650,984,3832,5,11608,8722,8297,1886,3508,667,1337,16,22104,45,136,153,0,35,24,334,1406
2016-09,120,Hughes,NSW,21,36,14238,181,4089,192,1802,1655,3130,6,8212,6268,6378,1508,2694,498,1049,5,21807,39,44,118,0,20,12,218,1199
2016-09,121,Hume,NSW,48,139,19270,136,4327,132,1756,2215,5550,9,9760,7292,7227,1218,3822,535,1816,20,30654,55,6,89,0,48,40,470,586
2016-09,122,Hunter,NSW,63,229,16647,150,5004,173,2370,1132,7282,5,11185,9307,9702,1348,5944,676,3017,32,32555,52,9,111,0,50,75,1117,599
2016-09,123,Kingsford Smith,NSW,117,101,14789,306,3105,84,1162,2486,4163,0,6023,4707,5709,1769,2706,244,772,11,22230,30,42,122,0,19,11,206,1916
